# c_A,c_B,theta,theta_K
7.647373202243423762e-01,2.708416432143244013e+00,1.295042829247553584e+02,1.122492116867699110e+02
2.226696360588324097e+00,7.566382887907162846e+00,1.198753482775745596e+02,1.273148491289360038e+02
4.880734715209779750e+00,3.509171935168242662e-01,1.282787169187038216e+02,9.838093861350461111e+01
1.939691383197964303e+00,7.818960311448275746e+00,1.197235666743062978e+02,1.039578527558962975e+02
2.185166477770762672e+00,4.302558934324641982e+00,1.198348374844623123e+02,1.168768191814630200e+02
3.829724224610075556e+00,9.666648803013476510e+00,1.279726921522057239e+02,1.267499824215511239e+02
3.061642707740206859e+00,9.674155611630455454e+00,1.209002668324634868e+02,1.021909311810793497e+02
6.625650151755519524e+00,7.951214055302817663e-01,1.174418825399860111e+02,1.364294791496533321e+02
1.913560110959382499e+00,2.929770531726822558e+00,1.258180247443957001e+02,9.598399404308135274e+01
3.528701421766179624e+00,3.889081637550830362e+00,1.168478538052194295e+02,1.394750190616229588e+02
8.717379694181509819e+00,3.880799297261554592e+00,1.340290628844287539e+02,1.171304645324653535e+02
4.244275112530426775e+00,5.401740054945788572e+00,1.123119083682409212e+02,1.201515807288932649e+02
1.635465467175503118e+00,2.892842379837037292e+00,1.293399525345111272e+02,1.048599618185474895e+02
2.075557980478428544e+00,8.017723498384281555e+00,1.317264799612913180e+02,9.502616248350815908e+01
3.382895175263469500e+00,2.266896809824674897e+00,1.364450366602768554e+02,9.976931177033856102e+01
9.439879547892145339e+00,7.701543638874517761e+00,1.081654542250387152e+02,1.286664104709279854e+02
6.806787391689024247e-01,5.882076450006632484e+00,1.071947671512132558e+02,1.238345292317256678e+02
2.876362949778945022e-01,2.332812122235683905e+00,1.131878028008443664e+02,1.021573949961509129e+02
6.843254642596487969e-01,7.354559825553324437e+00,1.110043046786883991e+02,1.134543488458019311e+02
8.772785821468076506e+00,5.362184291798767433e+00,1.323429167804364965e+02,1.362113881757289846e+02
4.011438457965695648e+00,2.132084017781378016e+00,1.300549903725805905e+02,1.099778977910563782e+02
4.781799582604466359e+00,6.223654569649788471e+00,1.341353967137384302e+02,1.118882530191441305e+02
7.246092450908738769e+00,1.313618238720072551e+00,1.269302149349906017e+02,1.127925000111575997e+02
6.113990161942814971e+00,9.107558277635721566e+00,1.171370782957180268e+02,1.261764159523108617e+02
2.412979893061547365e+00,1.119631387197479455e+00,1.012405177757938617e+02,1.370539445075034166e+02
2.638218503789020453e+00,7.590163131356858495e-01,1.024053177554376077e+02,1.392171073479217114e+02
9.534476377001306346e+00,9.438031191858684110e+00,1.016059673254747793e+02,9.704494547885764177e+01
6.192527319852771939e+00,8.524935701265853538e+00,1.036586599766702790e+02,1.240421527496821170e+02
5.949269526399786123e+00,7.183231017620607339e+00,1.041388805743257819e+02,1.256396293666299186e+02
8.861218675640010645e+00,2.743582818302349846e+00,1.341721762697587224e+02,1.053340515316820358e+02
6.344186528297061756e+00,5.760954169755658327e+00,1.094837768197397452e+02,1.299502390717878200e+02
2.774779621838602273e-01,3.318803248026251929e+00,1.138135582275283184e+02,1.344507162211237414e+02
2.842467228333097395e+00,3.434065111952773752e-01,1.119748123503602386e+02,1.247835934282847461e+02
4.344969413611112330e+00,6.545475874632481705e+00,1.312784970830435896e+02,1.121934922460474127e+02
3.648331223256161771e+00,9.749645526464865597e+00,1.157898199990549699e+02,1.018635755825188056e+02
8.041724544614154979e+00,8.103740285572666124e+00,1.069675619146020722e+02,1.080089335151631786e+02
4.377374667647604412e+00,8.737438221428970309e+00,1.257591900644563765e+02,1.131189732762689601e+02
2.763168960741592350e+00,7.713379214165441589e+00,1.059290560221903661e+02,1.206168158647885491e+02
5.722966292907896602e+00,1.280995891125057629e+00,1.126164194276392578e+02,1.123178713888481184e+02
1.443095579589778854e+00,7.287237486104181095e+00,1.002974715061041024e+02,1.312771996550883387e+02
5.995195091075725458e+00,3.955987732174242488e+00,1.306503068261709473e+02,1.394022827670992228e+02
5.138378068518589803e-01,3.927171246584225117e-01,1.328783886858210792e+02,1.381282586294504426e+02
4.697849382509377669e+00,5.798232646519753120e-01,1.133953599988585950e+02,1.069883019131307123e+02
5.363876526555005908e-01,5.429392780333170521e+00,1.294049475721344322e+02,1.280455268683378449e+02
6.574322534687280672e+00,1.198083074258667224e+00,1.252812434592635640e+02,1.193816323580597327e+02
9.340580192539936988e+00,7.015049541895264085e+00,1.123170556612041935e+02,1.086824872415592580e+02
6.756384983954224488e+00,5.770573507893953291e+00,1.084484161486852258e+02,9.943430198518753116e+01
2.721788713837562490e+00,9.796814235695325834e-01,1.257851127618598213e+02,1.080183391029598425e+02
9.489730566304602988e+00,3.116356039556894331e+00,1.356203219655220380e+02,1.211696566822516701e+02
7.397188989200041975e-01,8.500704878991367508e+00,1.029056291190242689e+02,1.130055472029157642e+02
1.171190385578612991e+00,6.939427933370885704e+00,1.277470047379955815e+02,9.857440055046269833e+01
4.227869448100105565e+00,2.714156868165466197e+00,1.026867561868945131e+02,1.277403993773951640e+02
4.137978845989235488e+00,5.629678891477319702e+00,1.061019961665080444e+02,1.197869918450053746e+02
5.112770302175401405e+00,2.097332058467106464e+00,1.174525537592163005e+02,1.099446965086656007e+02
1.302664326487294577e+00,6.401557984703837967e+00,1.208100815933589729e+02,1.224347010470632711e+02
2.845618267776512056e+00,3.243625863731051329e+00,1.075089786854367162e+02,1.141072352986703891e+02
2.118984182791423976e+00,1.413285715835080225e+00,1.188552685154776043e+02,1.092153205723417386e+02
6.114989886793967822e-01,3.449067173111758144e+00,1.008956645498853959e+02,1.343866365157270479e+02
1.986999327607938959e+00,1.455665588929583310e+00,1.004661834311583704e+02,1.258983329460939729e+02
6.543182182173334915e+00,6.997947213769884378e+00,1.334895560128582588e+02,1.378107488153168845e+02
8.500430691507027348e+00,1.361247289257998982e+00,1.296056499668398203e+02,1.164729101793877533e+02
8.650285644886510639e+00,5.476500027143449412e-01,1.263043828452560291e+02,1.253176838529467148e+02
3.111078030284233353e+00,8.291488397453615988e+00,1.114890103781671797e+02,1.311894034865224796e+02
4.225818257661815736e+00,8.609901966247505811e+00,1.365897130601385072e+02,1.160060810947841645e+02
7.366859608126016035e+00,6.253639730615234704e+00,1.149194746303943191e+02,1.316851819532818126e+02
5.482571497439263197e+00,5.124537399975214846e+00,1.047906129503186747e+02,1.362940949347539004e+02
2.570685447835716619e+00,8.884860237880657152e+00,1.234458108182698766e+02,1.203511662918121488e+02
2.994722169389224309e+00,6.685624162424605110e+00,1.129243472728079780e+02,9.534396138294273726e+01
3.130110359073935200e+00,6.390893645189795746e-01,1.174080936815113319e+02,1.050960879391109870e+02
7.430054533660972460e-01,3.758472538193026402e+00,1.320128918916052498e+02,1.125227556257423203e+02
1.039414800937334959e+00,3.088441629720287462e+00,1.094284411923565585e+02,1.360991801262439083e+02
1.716047285152134894e+00,8.019080710587646266e+00,1.054933086623651519e+02,1.114651338586667748e+02
9.468632866585393160e+00,9.111850819214687647e+00,1.111804934571247685e+02,1.339579257761996018e+02
4.298532288085995745e+00,8.690916055414994901e+00,1.232299156306085877e+02,1.324644589099919187e+02
7.655225236825732082e+00,5.173982738345348942e+00,1.273091999041890290e+02,1.008452041630638263e+02
1.401487204739985559e+00,2.919095774332300497e+00,1.078803351159745034e+02,1.326521544420656085e+02
1.847719487268087990e+00,8.011775973345601543e+00,1.219636487894230754e+02,1.206642474867462482e+02
7.156641173189523641e+00,6.015075873812247842e+00,1.028777049221106807e+02,1.217323629581008646e+02
3.070741189260107085e+00,2.218934376840760336e+00,1.139468538272421654e+02,1.058573180767782418e+02
8.426368614046177541e+00,8.903974236577938406e-01,1.066554896952621476e+02,9.522318026800981272e+01
5.036365273675658116e+00,7.025406073617879166e+00,1.127288851633542919e+02,1.320632434048758910e+02
7.372947764624857570e+00,5.330659738047886620e+00,1.233167090944019151e+02,1.114789595839174581e+02
2.458344483752083587e+00,4.328602997202485092e+00,1.144351313367029661e+02,1.093207965578436074e+02
9.183077429734904484e+00,1.674161340329380021e+00,1.122373567665249539e+02,9.638538364068904229e+01
9.676278148343222085e+00,1.574406726843433191e+00,1.061076649621616355e+02,1.000629828177973195e+02
5.352964307421996359e+00,3.601153866401063830e+00,1.365089217756460016e+02,1.292399991820418848e+02
1.646680028645995275e+00,6.103892906564804655e+00,1.050004393264177764e+02,1.342716352642965489e+02
8.197595176188121613e-01,6.608724381822818073e-01,1.129523260145001586e+02,1.040447318420992104e+02
2.085192095908265930e+00,6.402026894289583936e+00,1.150002776244262179e+02,1.095040003426777560e+02
3.571226775897951455e+00,4.591116215547584645e+00,1.340740167057956569e+02,1.344793054598349045e+02
2.344166950246199477e+00,5.773883916980934394e+00,1.071863606954672292e+02,1.326276224909250629e+02
7.488281696103305407e+00,5.703407343649301353e+00,1.052156078411560429e+02,1.341666199068141054e+02
3.175458586372877701e+00,4.057709472636751080e+00,1.000538939997085208e+02,1.355607000978367864e+02
7.191418064983630565e+00,4.418875749480693393e+00,1.321337398554873630e+02,1.367345980910554317e+02
2.372428119615265452e+00,3.819526630189701066e+00,1.205935828378667196e+02,1.293078763182385842e+02
6.461987732636769621e+00,8.208430181908961121e-01,1.375748932327564091e+02,9.704479378868465744e+01
1.475030412234218380e+00,5.902927487683872876e+00,1.045895353544817254e+02,1.148963942434886008e+02
8.802334078435537279e+00,7.644301598450765844e+00,1.244288529864920037e+02,1.047149749006880057e+02
5.793719117321789902e+00,9.457595567398023206e+00,1.383542250296944758e+02,1.114821015045836248e+02
5.791515924430339801e+00,9.445630632959987949e+00,1.071043798138578893e+02,1.169250193513164930e+02
2.767113426362858952e+00,1.251528443205746299e+00,1.225811065167997356e+02,1.083057201243685199e+02
6.880297485548744874e+00,5.586843064854971175e+00,1.150825725419429375e+02,1.152405070115274128e+02
5.582687291181516187e+00,6.834550598056210902e+00,1.213126033796470722e+02,9.757241219118813547e+01
9.611903030815462046e+00,7.264820184669427583e+00,1.020101834849180733e+02,1.303723058747741561e+02
2.262840482403750020e+00,4.052802866606077359e+00,1.151659723832287483e+02,1.127298739946737101e+02
8.856622389531755957e+00,7.691563284863761396e+00,1.134651469653685467e+02,1.222282009583312288e+02
3.527748468780987690e+00,5.508602731514271156e+00,1.154612882305521140e+02,1.086298662879640489e+02
5.857948497579773317e+00,2.499591216413531214e+00,1.340290509473198597e+02,1.349318587495336033e+02
3.726768647871253060e-01,9.661268763706921447e+00,1.277648685072470158e+02,1.113575193494188937e+02
3.150675560293138666e+00,3.662403190725050717e+00,1.010284887310879327e+02,1.189597313020378948e+02
4.590737707268560008e+00,3.292628017803709284e+00,1.377121376958034489e+02,1.257842733444362295e+02
8.203812917366130719e+00,9.155943804884852710e+00,1.265081593331345289e+02,1.210747205683306618e+02
3.522070570695324143e+00,5.746840894160859747e+00,1.324784285123258201e+02,1.191254549330316195e+02
8.083115938121497868e-01,2.814959799940520035e+00,1.333418659019589825e+02,1.255252012006901907e+02
3.437094163342866437e+00,4.859676191617983143e+00,1.132431537536383814e+02,1.109111872406385686e+02
6.037080200370807948e-01,6.808099389941002499e+00,1.285298187534797023e+02,1.133360205622010284e+02
8.118573917018345298e+00,3.860495846381296836e+00,1.047536457183699241e+02,1.226881470963398755e+02
1.584714046397683429e+00,5.418537978536615007e+00,1.321547980802575921e+02,1.262205795829440262e+02
8.249997301604004019e-01,8.242098122569032626e+00,1.246594248688047628e+02,1.364945451825789746e+02
1.466611515026155166e+00,1.815905302415865341e+00,1.273451876373749627e+02,1.351556562890656892e+02
9.402255261218098070e+00,6.969995230480272141e+00,1.387279112443482632e+02,1.130904497463651381e+02
5.944178836667500576e+00,9.327955067124145572e+00,1.281483002457686666e+02,1.188351819087040724e+02
9.629332339744484770e+00,2.817418823336439448e+00,1.129862228084923856e+02,1.081933037651271121e+02
9.314462934580337361e+00,3.629014838144788424e+00,1.055792227874503340e+02,1.345176946784498853e+02
4.038803360555710320e+00,4.944524303256688569e+00,1.388334545045307493e+02,1.191496191885459837e+02
2.244424358390777030e+00,5.735208669696017836e+00,1.213400931972995807e+02,1.179974716439624558e+02
9.038641868296338089e+00,9.265121609425925442e+00,1.361561537248560398e+02,1.102463569541461226e+02
5.712931297588662582e-01,4.336901711900302381e+00,1.144757907257054228e+02,9.758784967183729009e+01
5.739194356998766011e+00,2.916327425066604917e+00,1.125939994059208118e+02,1.151224563908836274e+02
7.546018703783312631e+00,9.064045491240639407e+00,1.094439991205422160e+02,1.292051469122170886e+02
3.004638492255248927e+00,8.008059894132806278e-01,1.307472196793237345e+02,1.077897886399896805e+02
6.686595435482531435e+00,3.445618255392802087e+00,1.228715819657664952e+02,1.325378542987567698e+02
7.518630072812674925e+00,4.700267047252321362e+00,1.064893024702046915e+02,1.177320296521780136e+02
8.241085763686079702e+00,5.318390536009346192e+00,1.139025585367377857e+02,9.795078461782202339e+01
8.980004342100693648e+00,2.056858078337646223e+00,1.194064848664094711e+02,1.187943281845156918e+02
8.579832578079971128e+00,7.836014239847338025e+00,1.196546084776592807e+02,1.020293748339720281e+02
3.257300215253039255e+00,4.524939121105495232e+00,1.138817894528690431e+02,1.354674173346409134e+02
1.320464956161254699e+00,4.233979562511231975e+00,1.198162237092185478e+02,9.799260162698938359e+01
8.460935854081991891e+00,8.199901803082576990e+00,1.219598931122365002e+02,1.176721241489612169e+02
5.882684895722649632e-01,8.307801442206155684e+00,1.280891966017509276e+02,1.024279010971612536e+02
7.692160925274193595e+00,1.657289637638228452e+00,1.138452511818248354e+02,1.237880101791592438e+02
4.429034493626380353e+00,6.051695721013922835e+00,1.123244807487003953e+02,1.224223211904420197e+02
2.821895585693669162e+00,5.532325802918064639e+00,1.091296938670796663e+02,1.068915638904124279e+02
3.417858815818614282e+00,9.235578937561646384e+00,1.187836149365469396e+02,9.932742772969920964e+01
9.116891302495258032e+00,2.972053169790087157e+00,1.319816682778370307e+02,1.272308997736364944e+02
1.006546471580651803e+00,7.338690765876780375e+00,1.392375230059572004e+02,1.229080795504615082e+02
9.598976030744818644e+00,4.254082429986398850e+00,1.231126885843480778e+02,1.002331935263918012e+02
2.576559421995927579e+00,9.046394211836931376e+00,1.215339730848060924e+02,1.188943542361397476e+02
5.404201073454316884e+00,3.711977811098206903e+00,1.098389681151862192e+02,1.019456023952819379e+02
8.536060196717931703e+00,2.505228808190207879e+00,1.043663019746202423e+02,1.142683805481875368e+02
5.215545021529280234e+00,3.635657129526113973e+00,1.170227151287942604e+02,1.247048623306194202e+02
5.509347001088466200e+00,5.575601349873127610e+00,1.385423262413930274e+02,9.663796013205231361e+01
1.196079446651576284e+00,7.773753422855008033e+00,1.199788546458951970e+02,1.266630196675745594e+02
2.449706544301918143e+00,2.103599199383091811e+00,1.060238688812991796e+02,1.129174521117127767e+02
8.748361155038878678e+00,5.936568906935264067e+00,1.392312576538643043e+02,1.076206562461522935e+02
8.020035953303292331e+00,2.274826607487502983e+00,1.108324541599503021e+02,1.148239385505991095e+02
8.909952832893219821e+00,2.558286289552036963e-01,1.364442342663252248e+02,1.383170796294209310e+02
2.152344242069526015e+00,6.468740670773843071e+00,1.088179890840596329e+02,1.002661159024050193e+02
9.351472433271474927e+00,4.102427453525364420e+00,1.328204892867549631e+02,1.288747997223439086e+02
6.856742479591940942e+00,5.143052589238440220e+00,1.173927014710243242e+02,9.581466879595164698e+01
6.767938712993055717e+00,5.973724774974003005e+00,1.172989499594422540e+02,1.354718883104781639e+02
6.784787784025542834e+00,8.351146194366389608e+00,1.396910755142817209e+02,9.974318924938391717e+01
5.898797737173542277e-01,7.799150112838572291e+00,1.212764268012887925e+02,1.080533575897140395e+02
9.710659610758376914e+00,8.073478348994800768e+00,1.072348479515392086e+02,1.378684073278824371e+02
5.720091667437749550e+00,6.306461345067286395e+00,1.040006860836932674e+02,9.798959990220032523e+01
5.129583392199672964e+00,8.034532340039385545e+00,1.247426139599899813e+02,1.188070970885008109e+02
8.715070534346750719e+00,6.519763946386252229e+00,1.235699148835568906e+02,1.211458544480434085e+02
1.645506267634434305e+00,8.748255410593618109e+00,1.121154171725451079e+02,1.398115863492725168e+02
3.730320766053580872e+00,3.867371505577011259e+00,1.306131188432636634e+02,1.327331032523377132e+02
8.367184254921649966e+00,6.531798409825340990e+00,1.028614199396157289e+02,1.364722672384992848e+02
2.333208373665958124e+00,5.913247763272850399e+00,1.122276024096536275e+02,9.666044404065347351e+01
4.587818346966928473e+00,1.199759758235900087e+00,1.135026107482753588e+02,1.317428337559369425e+02
5.437785960069157376e+00,4.739168213226522042e+00,1.179209872550891447e+02,1.186893296437105789e+02
9.732834005429687352e+00,9.041410355781625441e+00,1.124285588177147872e+02,1.120559110594062133e+02
6.414903865037638653e+00,6.414561772704638898e+00,1.144924980051613517e+02,1.138867805290100819e+02
2.845423115729434294e+00,9.347820304061075447e+00,1.289079339542559524e+02,1.311602117753301684e+02
1.818423407020253402e+00,1.058277144571373674e+00,1.139311514072145428e+02,1.280626630387629632e+02
9.469590566134321818e+00,5.810776404813315921e+00,1.071409290522239530e+02,1.013326137428752816e+02
2.495350616295089363e+00,4.199965868483677589e+00,1.139255569449831000e+02,1.315294428633009716e+02
9.092532216428089953e+00,5.042723968614114760e+00,1.141620896737456974e+02,1.304640457206503470e+02
2.448754084352869231e+00,1.785077705033550677e+00,1.073069187327249807e+02,1.199505900926363893e+02
5.462166868331733482e+00,1.571197763661798197e+00,1.212269847169188353e+02,1.393315192067012163e+02
2.694667207771191286e+00,3.122334903181065435e+00,1.097359018119489349e+02,9.528802906005789453e+01
7.053082308112991861e+00,1.306732580637476993e+00,1.233789076895164385e+02,9.681930333202420513e+01
5.738605855350297880e+00,7.394661521179024533e+00,1.017378379250059766e+02,1.077330295440357872e+02
7.674251046943690646e+00,3.497642461425226057e-01,1.190023584279585123e+02,1.319734257085216313e+02
1.290753648372056972e+00,4.256430032928751217e+00,1.361524229146243954e+02,1.284074397420052378e+02
4.996134320396523165e+00,5.316272572138069918e+00,1.040592262329255391e+02,1.299131197722983870e+02
4.993364715998116488e+00,4.294283286202343675e+00,1.366910156835404564e+02,1.213542722779401402e+02
6.193034745472988156e+00,2.707710005973891221e+00,1.152964199692711986e+02,1.303294005369100432e+02
6.175407668118094051e+00,5.599588757469001976e+00,1.356138044675351466e+02,1.232963514493471706e+02
6.558719646209958398e-01,7.168301794228932877e+00,1.183576669638752321e+02,1.271211682578547766e+02
9.025526621795547655e+00,7.133864641287497754e+00,1.075258075844537586e+02,1.266562795761279432e+02
3.194155937879078699e+00,9.681449643598144306e+00,1.030175917824601868e+02,1.040066974402333955e+02
8.586934288166470086e-01,3.875830254320193013e+00,1.184775218158642929e+02,1.245987208627562381e+02
9.382225525109216591e+00,4.838664622751907451e+00,1.193257707381929720e+02,1.166388219605957488e+02
8.662901697028996040e+00,5.536556476416101269e-01,1.095379116222783438e+02,1.372033575841090851e+02
6.054163519057982334e+00,5.631289479200600745e+00,1.391122782042643280e+02,1.195818853586792159e+02
8.893293339496256777e+00,6.161841117541135837e+00,1.263500685757833111e+02,1.297364190689127952e+02
1.204314119681497708e+00,1.031293162971977040e+00,1.273522193201482082e+02,1.024450964304562604e+02
8.427144691097664619e+00,3.835181412840365400e+00,1.229887141693430124e+02,1.381378974662918893e+02
3.859275544970326877e+00,4.348766933558421144e+00,1.397030066105531887e+02,1.265145677251030634e+02
6.577022822657935031e+00,7.611457314173831534e+00,1.165596354055128927e+02,1.213717607398581606e+02
1.366669040319374195e+00,5.268054882436810082e+00,1.361532505969893521e+02,1.229260342697405122e+02
8.680576189827968747e+00,7.897511795832286019e+00,1.089115297713060500e+02,1.110731268932493663e+02
9.435216528709437611e+00,9.057409963430933075e+00,1.021885405447857238e+02,1.016095542029343335e+02
2.163209009512597536e+00,5.492447961573414972e+00,1.185778831341892925e+02,9.521327548063244706e+01
1.436242371881216062e+00,2.183157055613254904e+00,1.397813179803619335e+02,1.128784647286226743e+02
1.643779300605900495e+00,7.765354003800346128e+00,1.156504380023835807e+02,1.089176723638026090e+02
6.690518253425533857e+00,1.876730058965803583e+00,1.355977346735491551e+02,1.230081572017448366e+02
5.871807873610107364e+00,8.981706956113608697e+00,1.010638860639978560e+02,1.076438689807353057e+02
8.899040160483497885e+00,3.622735053584565712e+00,1.017240646331487142e+02,1.133047185660940386e+02
5.290205684704767819e+00,6.838568498617698665e+00,1.043569678838825325e+02,1.066338835119052391e+02
6.182492390652145176e+00,2.191549440159897166e+00,1.012049489216366567e+02,1.007294277488728937e+02
1.410356615759030152e+00,3.683675455766203810e-01,1.070068805372691543e+02,1.068089020985812567e+02
4.990543941813991857e+00,3.601969664047764308e+00,1.081226323138933765e+02,1.269031127981259175e+02
4.332758516969228424e+00,2.404896071359185594e+00,1.174383259574557741e+02,1.287694853497096972e+02
8.585328164431466291e+00,3.060063337775932979e+00,1.230927211286086020e+02,1.244563322822477147e+02
2.551265604094507200e+00,9.384828920235502636e+00,1.307429048087736305e+02,1.294159949591666532e+02
2.926126620567346848e+00,9.355932464711106178e+00,1.109513209416104473e+02,1.155974824574622914e+02
1.708228020523968826e+00,1.092046804641635394e+00,1.090436230971652662e+02,1.380751513389350293e+02
6.317915174691814073e+00,3.944633626579284069e+00,1.232166870214073242e+02,1.063701059351863876e+02
4.684793286727600758e+00,2.394446071747251104e+00,1.273571889786515783e+02,9.907874636256225642e+01
4.866859161978802639e+00,3.529377202497948840e+00,1.062658411106364440e+02,1.115044112957956060e+02
2.007593852172736781e+00,4.390170057456384001e-01,1.031988608971296912e+02,1.122710951011378029e+02
2.750090512299312451e+00,3.152070483856952432e-01,1.123923522245040090e+02,1.280579607697954145e+02
4.469532849859974455e+00,7.974958545723652703e-01,1.264903727078058182e+02,1.351978939188956872e+02
3.238574887077966924e+00,1.865753274098707726e+00,1.043853121947243352e+02,1.041654205939638302e+02
1.118047488066097550e+00,4.018738295786977055e+00,1.035719752377462584e+02,1.237461837856078972e+02
5.796885018134446454e+00,8.031759732923791972e+00,1.360182545018502083e+02,1.044566138832149989e+02
6.976363398741840527e+00,4.800811805649448871e+00,1.020960682851797969e+02,9.917178101482777208e+01
5.542387911385704413e+00,5.292533786403705864e-01,1.370199406295049300e+02,1.322063533375035149e+02
9.619662896653128570e+00,4.753162789282945333e+00,1.352143952299902026e+02,1.225629887646483382e+02
1.530986280168933344e+00,8.629945996424401855e+00,1.386030369948185808e+02,1.200805048044499017e+02
5.053953400315831956e+00,9.177916582179410199e+00,1.350426396126885606e+02,9.752960181052719690e+01
8.807223489574079522e+00,8.778052839591339307e+00,1.202774112665417334e+02,9.985081086804669326e+01
1.606665595365962762e+00,8.633338896960376374e+00,1.334702284729833366e+02,1.325291394654581154e+02
4.147204232444997807e+00,4.131797475765909833e-01,1.251501689216797502e+02,1.303707492588870878e+02
2.087827035070669801e+00,1.164313473413552957e+00,1.266427594190044488e+02,1.350764576378496997e+02
6.592186237652390091e+00,1.763970629550352998e+00,1.390947978903105593e+02,1.164042388884952430e+02
8.163103990430574441e+00,8.822908802533694583e+00,1.234865382208792255e+02,1.082522753185191391e+02
1.827128895469885883e+00,4.344588817429744232e+00,1.081370038251111225e+02,1.002340272820962639e+02
5.284195726834767015e+00,9.501245580444779293e+00,1.211363670535736361e+02,9.621699210399889068e+01
7.525851853141455550e+00,9.351979227873234990e+00,1.046647355551941700e+02,9.914736341086111793e+01
2.814665470744624365e+00,7.241193488254491051e+00,1.302428739213451081e+02,1.164182195749770585e+02
1.674072614251312707e+00,3.944026118260157698e-01,1.317626340696299678e+02,9.508035287369295929e+01
5.530748948814872890e+00,5.845343981314330861e+00,1.249438222832126826e+02,1.320580245194751399e+02
3.852455943186434695e-01,4.893647242065786607e+00,1.267925650296417075e+02,1.271045867466605870e+02
3.454110265242444022e+00,7.082244060729368407e+00,1.350289570245492712e+02,1.145128018074503728e+02
3.609962336290684526e+00,6.141306326945132454e+00,1.338661692524283637e+02,1.044013021380204265e+02
1.528306568034346835e+00,2.063245518904246456e+00,1.352041517755257871e+02,1.141429273789992749e+02
7.905525094097407113e+00,3.187360597857497702e+00,1.109042141798086902e+02,1.117868995412450204e+02
6.978816681803630573e+00,8.860457481940397173e+00,1.082074366544323425e+02,1.183537336787541534e+02
7.460976659889105633e+00,9.020179705463068132e+00,1.103081378076428081e+02,1.176855334253986172e+02
9.238286617086590269e+00,2.563190214769128783e+00,1.260257860174254461e+02,1.397908981079117154e+02
9.714459394881435728e+00,7.012416524069532642e+00,1.005630905474488372e+02,1.317556371028502440e+02
3.068316147725390408e+00,3.939231498531504894e+00,1.070968107688983224e+02,1.127858768615283367e+02
4.194335165164345014e+00,7.317869240571107881e+00,1.132601784597995049e+02,1.398749348774934731e+02
1.041357983857311709e+00,4.280877589139346906e-01,1.075175677155045406e+02,1.208646744526155601e+02
2.689742888899960604e+00,4.519306350539746830e+00,1.347253614241503783e+02,1.070532676652079545e+02
8.256894649346682158e+00,2.811790191564971231e+00,1.381249143705784661e+02,1.154016134012918542e+02
9.277876495083248187e-01,4.951911687687853281e+00,1.133913957842081999e+02,1.022283778554877358e+02
8.290509090811113424e+00,1.470797545132263018e+00,1.073138962736583153e+02,1.296058101042271744e+02
5.384023521817873359e+00,2.377118242421171868e+00,1.314150721240257838e+02,9.935920019367843281e+01
7.132911112196416603e+00,1.175888162786833391e+00,1.338432397394857674e+02,1.366018561859397664e+02
3.401485033850581541e+00,5.831895194367744395e+00,1.119414084866566697e+02,1.047481301997814853e+02
8.454787742900956360e+00,5.436954962405392777e+00,1.108915250771761833e+02,1.160716190361196283e+02
5.207997147045522190e+00,2.983632363281544908e+00,1.006361585715016815e+02,1.083256416144802188e+02
4.402009392805094734e+00,8.423786954043713138e+00,1.281285455771565864e+02,9.720397407949309354e+01
1.355649678612802500e+00,2.845475121272919239e+00,1.197240610859147694e+02,1.270571452027915882e+02
7.620002647869640988e+00,4.651098385713633654e+00,1.195174810584121019e+02,1.037390091468395212e+02
7.543089115449336468e+00,2.880664535595998998e+00,1.291677719414076080e+02,1.006339668170993775e+02
6.916106715870307120e+00,4.077860807759185136e+00,1.375597215583389925e+02,9.568464811476022192e+01
3.181548528085580863e+00,2.389720463218574675e+00,1.203557490409184254e+02,1.085496234020799022e+02
4.046452063561740253e+00,1.810305372240539334e+00,1.094826000755039672e+02,1.136736495768152508e+02
6.959727126816782850e+00,1.226505868050745907e+00,1.008803854195273004e+02,1.114888740525270805e+02
6.815169576514808369e+00,2.813065034591997748e-01,1.368874515828777021e+02,1.002370292575120914e+02
3.202175257346697279e+00,3.321094027736833931e-01,1.032871372239932981e+02,1.221663454587026507e+02
5.118673759841312787e+00,9.699781934636760639e+00,1.216048468529412219e+02,1.349391532761964356e+02
5.615013113465094463e+00,8.033368885599156073e+00,1.185363312447908299e+02,1.060699821976348005e+02
3.039762371463546664e+00,2.558027326620848640e+00,1.292613380022596630e+02,1.056636786378404480e+02
4.245323037203659666e+00,9.644281460588777222e+00,1.193669559293450533e+02,9.938764582173135409e+01
5.488842161121269214e+00,6.109742423095131159e+00,1.020386878122735936e+02,1.034453476603687960e+02
9.247438113550582983e+00,4.718658289798413286e+00,1.281590962520245967e+02,1.064515350314872109e+02
1.185163056055633213e+00,2.495797366275976703e+00,1.371499132525655398e+02,1.173924244198203297e+02
4.830817904144519837e+00,2.519048463654090408e+00,1.064963443006136004e+02,1.071231830542369465e+02
7.937624577706365869e+00,3.579983276786293356e+00,1.019939854836944306e+02,1.317706950418275369e+02
7.863943150845866370e+00,9.859168129984433593e-01,1.070614064901014899e+02,1.021940486603678693e+02
5.801277607443934059e+00,2.713987477675595894e+00,1.120111833270192108e+02,1.242152454311461156e+02
6.468815449244300630e+00,7.434450085139342690e+00,1.174221780622192171e+02,1.022419111251674479e+02
7.251543128464009058e+00,8.253330175690217985e+00,1.369450504523147174e+02,1.260582587568710125e+02
